"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"451","TJ MAXX","5,700.00","","No collection Info","000055","10/04/2013","NET 60","280699","","Shipped","TJ0001","60850635","Open","100674","  .00%",".00","5,700.00","12/03/2013",".00","Invoice",".00","PB","89","61 to 90"," 60","","AF","08/13","","","","","","W","10/08/2013","","TJ0896","","100674","G110","","10/04/13","CALL TO ROUTE","   912","   152","142704","5,700.00","    .00",".00","","","","MA","","896",
"452","TJ MAXX","3,870.00","","No collection Info","000138","01/22/2014","NET 60","LINE GB","","Shipped","TJ0001","40 201340","Open","101425","  .00%",".00","3,870.00","03/23/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/23/2014","","TJ0894","","101425","G347","","01/22/14","CALL TO ROUTE","   774","   129","173915","3,870.00","    .00",".00","","","","NC","","894",
"453","TJ MAXX","1,740.00","","No collection Info","000138","01/22/2014","NET 60","LINE GB","","Shipped","TJ0001","60 201340","Open","101426","  .00%",".00","1,740.00","03/23/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/23/2014","","TJ0896","","101426","G347","","01/22/14","CALL TO ROUTE","   348","    58","173916","1,740.00","    .00",".00","","","","MA","","896",
"454","TJ MAXX","4,020.00","","No collection Info","000138","01/22/2014","NET 60","LINE GB","","Shipped","TJ0001","70 201340","Open","101427","  .00%",".00","4,020.00","03/23/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/23/2014","","TJ0897","","101427","G347","","01/22/14","CALL TO ROUTE","   804","   134","173917","4,020.00","    .00",".00","","","","IN","","897",
"455","TJ MAXX","2,250.00","","No collection Info","000138","01/22/2014","NET 60","LINE GB","","Shipped","TJ0001","80 201340","Open","101428","  .00%",".00","2,250.00","03/23/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/23/2014","","TJ0898","","101428","G347","","01/22/14","CALL TO ROUTE","   450","    75","173918","2,250.00","    .00",".00","","","","NV","","898",
"456","TJ MAXX","10,164.00","","No collection Info","000141","01/23/2014","NET 60","414277","","Shipped","TJ0001","60 852633","Open","101417","  .00%",".00","10,164.00","03/24/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/28/2014","","TJ0896","","101417","G348","","01/23/14","CALL TO ROUTE","  1752","   292","173619","10,164.00","    .00",".00","","","","MA","","896",
"457","TJ MAXX","19,068.00","","No collection Info","000141","01/23/2014","NET 60","414277","","Shipped","TJ0001","70 852633","Open","101418","  .00%",".00","19,068.00","03/24/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/28/2014","","TJ0897","","101418","G348","","01/23/14","CALL TO ROUTE","  3288","   548","173620","19,068.00","    .00",".00","","","","IN","","897",
"458","TJ MAXX","13,920.00","","No collection Info","000141","01/23/2014","NET 60","414277","","Shipped","TJ0001","80 852633","Open","101419","  .00%",".00","13,920.00","03/24/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/28/2014","","TJ0898","","101419","G348","","01/23/14","CALL TO ROUTE","  2400","   400","173621","13,920.00","    .00",".00","","","","NV","","898",
"459","TJ MAXX","26,448.00","","No collection Info","000139","01/24/2014","NET 60","414277","","Shipped","TJ0001","40 852633","Open","101416","  .00%",".00","26,448.00","03/25/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/27/2014","","TJ0894","","101416","G351","","01/24/14","JB HUNT","  4560","   760","173618","26,448.00","    .00",".00","","","","","","",
"460","TJ MAXX","15,504.00","","No collection Info","000144","01/30/2014","NET 60","414277","","Shipped","TJ0001","40 852633","Open","101463","  .00%",".00","15,504.00","03/31/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/31/2014","","TJ0894","","101463","G359","","01/30/14","CALL TO ROUTE","  2736","   456","176146","15,504.00","    .00",".00","","","","","","",
"461","TJ MAXX","5,856.00","","No collection Info","000144","01/30/2014","NET 60","414277","","Shipped","TJ0001","60 852633","Open","101464","  .00%",".00","5,856.00","03/31/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/31/2014","","TJ0896","","101464","G359","","01/30/14","CALL TO ROUTE","  1032","   172","176147","5,856.00","    .00",".00","","","","MA","","896",
"462","TJ MAXX","11,280.00","","No collection Info","000144","01/30/2014","NET 60","414277","","Shipped","TJ0001","70 852633","Open","101465","  .00%",".00","11,280.00","03/31/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/31/2014","","TJ0897","","101465","G359","","01/30/14","CALL TO ROUTE","  1992","   332","176148","11,280.00","    .00",".00","","","","IN","","897",
"463","TJ MAXX","8,160.00","","No collection Info","000144","01/30/2014","NET 60","414277","","Shipped","TJ0001","80 852633","Open","101466","  .00%",".00","8,160.00","03/31/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/31/2014","","TJ0898","","101466","G359","","01/30/14","CALL TO ROUTE","  1440","   240","176149","8,160.00","    .00",".00","","","","NV","","898",
"464","TJ MAXX","1,866.60","","No collection Info","000157","02/03/2014","NET 60","936153","","Shipped","TJ0001","40 289438","Open","101689","  .00%",".00","1,866.60","04/04/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","02/06/2014","","TJ0894","","101689","G368","","02/03/14","CALL TO ROUTE","   306","    51","180187","1,866.60","    .00",".00","","","","NC","","894",
"465","TJ MAXX","2,818.20","","No collection Info","000157","02/03/2014","NET 60","936154","","Shipped","TJ0001","60 289438","Open","101690","  .00%",".00","2,818.20","04/04/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","02/06/2014","","TJ0896","","101690","G368","","02/03/14","CALL TO ROUTE","   462","    77","180188","2,818.20","    .00",".00","","","","MA","","896",
"466","TJ MAXX","9,955.20","","No collection Info","000157","02/03/2014","NET 60","936155","","Shipped","TJ0001","70 289438","Open","101691","  .00%",".00","9,955.20","04/04/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","02/06/2014","","TJ0897","","101691","G369","","02/03/14","CALL TO ROUTE","  1632","   272","180189","9,955.20","    .00",".00","","","","IN","","897",
"467","TK MAXX","5,106.00","","No collection Info","000103","11/20/2013","ROG + 60","654541","","Shipped","TK0001","50 155959","Open","101088","  .00%",".00","5,106.00","01/25/2014",".00","Invoice",".00","PB","36","31 to 60"," 65","","AF","11/13","","","","","","W","11/22/2013","","TK0001","","101088","G278","","11/20/13","CALL TO ROUTE","  1728","   166","156237","5,106.00","    .00",".00","","","","","","",
"468","TK MAXX","15,087.00","","No collection Info","000103","11/20/2013","ROG + 60","654541","","Shipped","TK0001","50 156593","Open","101091","  .00%",".00","15,087.00","01/25/2014",".00","Invoice",".00","PB","36","31 to 60"," 65","","AF","11/13","","","","","","W","11/22/2013","","TK0001","","101091","G278","","11/20/13","CALL TO ROUTE","  2916","   243","155983","15,087.00","    .00",".00","","","","","","",
"469","TK MAXX","1,296.00","","No collection Info","000103","11/20/2013","ROG + 60","654541","","Shipped","TK0001","55 155960","Open","101092","  .00%",".00","1,296.00","01/25/2014",".00","Invoice",".00","PB","36","31 to 60"," 65","","AF","11/13","","","","","","W","11/22/2013","","TK0001","","101092","G278","","11/20/13","CALL TO ROUTE","   384","    32","155982","1,296.00","    .00",".00","","","","","","",
"470","TK MAXX","3,720.00","","No collection Info","000103","11/20/2013","ROG + 60","654541","","Shipped","TK0001","55 156594","Open","101095","  .00%",".00","3,720.00","01/25/2014",".00","Invoice",".00","PB","36","31 to 60"," 65","","AF","11/13","","","","","","W","11/22/2013","","TK0001","","101095","G278","","11/20/13","CALL TO ROUTE","   720","    60","","3,720.00","    .00",".00","","156456","","","","",
"471","TK MAXX","2,820.00","","No collection Info","000104","11/22/2013","ROG + 60","654541","","Shipped","TK0001","50 155966","Open","101089","  .00%",".00","2,820.00","01/27/2014",".00","Invoice",".00","PB","34","31 to 60"," 65","","AF","11/13","","","","","","W","12/02/2013","","TK0001","","101089","G283","","11/22/13","CALL TO ROUTE","  1410","   157","156454","2,820.00","    .00",".00","","","","","","",
"472","TK MAXX","1,824.00","","No collection Info","000104","11/22/2013","ROG + 60","654541","","Shipped","TK0001","50 155968","Open","101090","  .00%",".00","1,824.00","01/27/2014",".00","Invoice",".00","PB","34","31 to 60"," 65","","AF","11/13","","","","","","W","12/02/2013","","TK0001","","101090","G283","","11/22/13","CALL TO ROUTE","   912","   152","156460","1,824.00","    .00",".00","","","","","","",
"473","TK MAXX","1,458.00","","No collection Info","000104","11/22/2013","ROG + 60","654541","","Shipped","TK0001","55 155967","Open","101093","  .00%",".00","1,458.00","01/27/2014",".00","Invoice",".00","PB","34","31 to 60"," 65","","AF","11/13","","","","","","W","12/02/2013","","TK0001","","101093","G283","","11/22/13","CALL TO ROUTE","   729","    74","156453","1,458.00","    .00",".00","","","","","","",
"474","TK MAXX","1,020.00","","No collection Info","000104","11/22/2013","ROG + 60","654541","","Shipped","TK0001","55 155969","Open","101094","  .00%",".00","1,020.00","01/27/2014",".00","Invoice",".00","PB","34","31 to 60"," 65","","AF","11/13","","","","","","W","12/02/2013","","TK0001","","101094","G283","","11/22/13","CALL TO ROUTE","   510","    85","156239","1,020.00","    .00",".00","","","","","","",
"475","TOMLINSONS","450.00","","No collection Info","000178","02/21/2014","NET 30","893252","","Shipped","TO0002","11440","Open","101510","  .00%",".00","450.00","03/23/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","01/14","","","","","","W","02/24/2014","","TO0002","","101510","G396","","02/21/14","UPS THIRD PARTY","    60","    10","","450.00","    .00",".00","","1Z4R845R0362722","","NC","","",
"476","ULTIMATE APPAREL","1,344.00","","No collection Info","000089","11/04/2013","NET 60","533500","","Shipped","UA0001","10313A GRP#3360B00","Open","100752","  .00%",".00","1,344.00","01/04/2014",".00","Invoice",".00","PB","57","31 to 60"," 60","","AF","10/13","","","","","","W","11/11/2013","","UA0001","","100752","G245","","11/04/13","CALL TO ROUTE","   336","    28","148581","1,344.00","    .00",".00","","","","CA","","",
"477","ULTIMATE APPAREL","1,728.00","","No collection Info","000089","11/04/2013","NET 60","533504","","Shipped","UA0001","10313B GRP#3086323","Open","100753","  .00%",".00","1,728.00","01/04/2014",".00","Invoice",".00","PB","57","31 to 60"," 60","","AF","10/13","","","","","","W","11/11/2013","","UA0001","","100753","G245","","11/04/13","CALL TO ROUTE","   432","    36","148581","1,728.00","    .00",".00","","","","CA","","",
"478","ULTIMATE APPAREL","11,220.00","","No collection Info","000135","01/17/2014","NET 60","879538","","Shipped","UA0001","11314E","Open","101437","  .00%",".00","11,220.00","03/18/2014",".00","Invoice",".00","PB","","Current"," 60","","AF","01/14","","","","","","W","01/20/2014","","UA0001","","101437","G340","","01/17/14","CALL TO ROUTE","  2244","   187","174259","11,220.00","    .00",".00","","","","CA","","",
"479","US MARINE CORPS","295.20","$12/CTN","No collection Info","000079","10/14/2013","NET 30","OK MT","","Shipped","US0001","1129","Open","100839","  .00%","36.00","295.20","11/13/2013",".00","Invoice",".00","PB","109","91 to 120"," 30","","JB","10/13","","","","","","W","11/04/2013","","001408","","100839","G235","","10/13/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841387406","","NC","4100","4100",
"480","US MARINE CORPS","319.20","AS PER ELI, USE $12/CTN","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999241","Open","100766","  .00%","60.00","319.20","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001398","","100766","G233","","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","CA","101","10101",
"481","US MARINE CORPS","90.00","","No collection Info","000082","10/25/2013","NET 30","503641","","Shipped","US0001","999243","Open","100767","  .00%",".00","90.00","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","11/04/2013","","001398","","100767","G232","","10/25/13","CALL TO ROUTE","    12","     2","","90.00","    .00",".00","","557841386643","","CA","101","10101",
"482","US MARINE CORPS","232.80","AS PER ELI, USE $12/CTN","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999244","Open","100768","  .00%","48.00","232.80","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001400","","100768","G233","","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","CA","1025","10251",
"483","US MARINE CORPS","165.60","AS PER ELI, USE $12/CTN","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999241","Open","100769","  .00%","36.00","165.60","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001401","","100769","G233","","10/25/13","FEDEX GROUND","    18","     3","","165.60","  36.00",".00","","","","CA","1110","9100",
"484","US MARINE CORPS","232.80","AS PER ELI, USE $12/CTN.","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999244","Open","100770","  .00%","48.00","232.80","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001407","","100770","G233","","10/25/13","FEDEX GROUND","    24","     4","","232.80","  48.00",".00","","","","VA","2100","2100",
"485","US MARINE CORPS","319.20","AS PER ELI, USE $12/CTN.","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999241","Open","100771","  .00%","60.00","319.20","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001409","","100771","G233","","10/25/13","FEDEX GROUND","    36","     6","","319.20","  60.00",".00","","","","NC","5100","5100",
"486","US MARINE CORPS","216.00","AS PER ELI, USE $12/CTN","No collection Info","000109","10/25/2013","NET 30","503641","","Shipped","US0001","999243","Open","100772","  .00%","36.00","216.00","11/24/2013",".00","Invoice",".00","PB","98","91 to 120"," 30","","AF","10/13","","","","","","W","12/03/2013","","001409","","100772","G233","","10/25/13","FEDEX GROUND","    24","     4","","216.00","  36.00",".00","","","","NC","5100","5100",
"487","US MARINE CORPS","295.20","$12/CTN.","No collection Info","000079","10/30/2013","NET 30","OK MT","","Shipped","US0001","1129","Open","100827","  .00%","36.00","295.20","11/29/2013",".00","Invoice",".00","PB","93","91 to 120"," 30","","JB","10/13","","","","","","W","11/04/2013","","001398","","100827","G235","","10/30/13","CALL TO ROUTE","    36","     3","","295.20","  36.00",".00","","557841386903","","CA","101","10101",
